EDAD,EDADMARIDO,EDUC,EDUCMADRE,EDUCMADREMARIDO,EDUCMARIDO,EDUCPADRE,EDUCPADREMARIDO,EXPER,HIJOS618,HIJOSM18,HIJOSM6,HIJOSMEN,HORASTRAB,HORASTRABMARIDO,IMPFED,PMT,SALARIO,SALARIOMARIDO,TMIMP,YFAM
48,51,12,7,12,11,7,12,17,0,0,0,0,1327,288,3020,1,2.6375,13.542,0.7515,8311
32,33,13,12,12,12,10,7,12,2,2,0,1,584,2160,8746,1,6.8493,6.713,0.6915,28626
32,33,12,7,12,17,7,10,11,1,1,0,1,1376,3120,3947,1,5.0872,5.4487,0.6615,24400
38,41,12,7,14,17,7,16,6,2,2,0,1,1040,1944,3455,1,0.9615,6.6872,0.7215,14025
46,47,12,16,3,12,12,7,10,3,3,0,1,548,2046,190,1,4.3066,9.0943,0.6915,21367
40,42,12,7,10,9,7,12,4,3,3,0,1,15,2005,0,1,7.0667,6.5337,0.7515,14136
31,36,9,10,12,10,7,12,2,4,4,0,1,1980,2070,921,1,2.5253,4.686,0.7515,19900
43,50,10,12,16,12,9,16,13,1,1,0,1,1520,3000,2390,1,7.8947,8,0.5215,37000
51,51,12,7,7,12,7,10,21,0,0,0,0,1880,2640,927,1,4.1489,4.053,0.6915,18500
30,34,16,16,12,17,14,7,9,0,1,1,1,1260,2450,1389,1,8.1746,8.1633,0.5515,34550
52,53,13,10,12,15,7,10,4,0,0,0,0,1092,1000,1529,1,9.5971,16.5,0.4615,49620
30,33,8,3,12,8,3,7,2,5,6,1,1,1587,2080,11683,1,2.0164,3.4615,0.7815,10400
51,51,16,16,12,16,16,12,19,0,0,0,0,156,2413,600,1,7.6218,11.361,0.5515,33000
31,31,13,7,17,12,3,12,4,2,2,0,1,1939,2570,4709,1,3.1975,3.8911,0.7215,16200
34,52,12,12,7,12,16,7,9,4,4,0,1,1250,2030,4788,1,1.6,9.6059,0.6915,22660
49,59,11,7,9,17,7,10,14,0,0,0,0,610,4684,1381,1,4.0984,2.6687,0.7215,16000
35,41,13,7,12,17,16,14,6,3,4,1,1,270,2802,3641,1,1.4815,8.8865,0.6615,25780
53,59,12,7,10,12,12,7,24,0,1,1,1,660,2090,1806,1,3.6364,6.3636,0.7215,20675
32,46,12,12,12,16,7,12,1,3,3,0,1,1000,2053,1843,1,1,17.728,0.5515,40213
38,42,10,12,12,10,7,12,13,3,3,0,1,1920,1984,7224,1,2.6042,5.2923,0.7215,15500
54,54,12,7,7,16,12,7,3,0,0,0,0,200,2040,453,1,1.75,15.686,0.5815,35207
47,58,17,10,12,8,12,10,10,1,1,0,1,1500,2794,1253,1,4.8,5.2423,0.5515,35702
45,47,15,14,12,14,12,14,16,1,1,0,1,868,3290,4386,1,5.53,3.0395,0.7215,17800
47,46,16,16,12,16,16,7,9,1,1,0,1,2318,1911,676,1,4.0984,16.745,0.4915,50900
59,60,10,7,7,12,7,10,19,0,0,0,0,2000,2000,2600,1,1.25,3.75,0.6915,17280
32,31,11,10,3,12,9,3,4,1,1,0,1,60,2580,1436,1,1.6667,5.814,0.7215,15150
45,49,12,7,12,17,7,16,10,1,1,0,1,1715,2400,121,1,3.7901,10.833,0.5815,36200
40,47,12,14,12,12,12,12,5,4,4,0,1,550,1740,2488,1,2.3636,9.0029,0.7215,17465
47,50,14,14,3,12,12,7,7,2,2,0,1,1960,2500,0,1,10.204,6.54,0.61,45205
36,37,16,12,12,17,10,12,3,2,3,1,1,44,1840,9114,1,6.8182,5.9783,0.7515,14500
56,56,14,7,3,14,7,7,38,0,0,0,0,1920,2036,16,1,7.2146,8.6248,0.5815,32011
41,43,8,7,7,11,12,7,16,1,1,0,1,2540,3536,84,1,2.4484,4.8329,0.6215,35200
48,51,7,3,9,11,7,7,13,3,3,0,1,156,880,200,1,1.1987,10.909,0.7515,13579
36,38,12,7,12,12,7,7,1,2,3,1,1,780,2007,2018,1,1.641,3.8864,0.7515,10455
41,44,12,7,14,13,3,7,7,0,0,0,0,3120,2632,31386,1,1.7821,8.4574,0.5515,32600
41,43,14,7,12,12,10,10,15,0,0,0,0,2040,2600,1981,1,2.9412,5,0.6915,19150
36,36,12,12,12,13,17,7,10,3,3,0,1,1610,2156,4277,1,4.9689,7.4212,0.6615,24400
37,41,12,10,10,12,7,7,2,3,3,0,1,215,3625,698,1,1.8605,4.4938,0.6915,21700
38,42,12,7,7,12,3,10,19,0,0,0,0,1120,2420,1796,1,8.0357,7.0252,0.6215,26201
43,43,14,3,10,9,3,7,25,2,2,0,1,846,2080,1176,1,3.9716,3.2788,0.7515,11920
54,59,16,12,7,17,12,16,25,0,0,0,0,3225,3443,2593,1,3.0416,1.2861,0.7215,16300
38,41,12,7,12,12,7,12,7,1,1,0,1,1376,2250,1703,1,2.907,5.5556,0.7215,16500
30,34,12,12,12,16,7,12,15,0,1,1,1,980,2535,3472,1,3.0612,7.4951,0.5815,30000
49,48,12,7,7,15,7,7,11,0,0,0,0,1838,2352,953,1,4.8966,22.109,0.4415,62500
45,49,13,10,9,6,10,7,25,1,1,0,1,1494,3036,513,1,4.0161,9.058,0.4415,58500
51,57,13,7,12,14,7,7,19,0,0,0,0,450,2600,9908,1,5.5556,11.538,0.5215,40900
34,39,10,0,12,7,10,12,4,0,0,0,0,1976,2223,2899,1,1.2227,6.0468,0.6915,16308
34,34,12,7,7,10,7,7,14,2,2,0,1,2012,2666,1230,1,2.6839,1.3653,0.7515,9300
41,41,12,10,12,17,9,12,19,1,1,0,1,561,2006,0,1,2.6738,16.55,0.5515,35700
49,49,12,9,10,17,9,12,18,1,1,0,1,1715,1710,3004,1,9.3294,8.7719,0.64,35700
32,46,12,12,12,14,12,7,14,0,0,0,0,1912,1920,3207,1,3.1381,9.6354,0.6615,24500
32,39,14,12,7,14,12,7,11,0,0,0,0,3686,1647,1600,1,0.5426,6.6788,0.7215,13000
32,35,17,12,12,15,12,12,4,2,2,0,1,1080,3080,1208,1,8.6111,7.5727,0.4415,52600
47,48,10,3,17,10,7,12,29,0,0,0,0,1799,1920,3771,1,3.6687,7.8125,0.6615,25360
39,47,9,9,14,4,9,14,21,1,1,0,1,1984,2420,3136,1,2.3185,1.9835,0.7515,9400
49,53,12,12,12,15,12,10,24,0,0,0,0,1839,2205,3465,1,2.882,9.5238,0.6215,26800
37,39,12,12,7,14,7,3,19,3,3,0,1,1579,3035,3912,1,3.1666,6.425,0.6615,33040
59,60,16,14,9,15,12,7,31,0,0,0,0,96,2185,4164,1,3.6458,10.984,0.6215,26350
50,56,12,7,14,12,7,16,28,0,0,0,0,1920,1880,2101,1,6.25,12.766,0.5215,39000
32,33,17,12,3,17,12,3,15,1,1,0,1,1688,1863,8141,1,10.249,9.5545,0.61,35100
46,48,12,12,3,16,12,7,27,0,0,0,0,1589,2456,0,1,3.2096,5.4967,0.6615,22502
43,46,17,12,12,17,14,7,13,2,2,0,1,345,1847,0,1,7.6522,9.7618,0.6915,21950
37,42,11,7,3,6,7,7,4,3,3,0,1,1521,2000,3224,1,1.9724,5,0.7515,13000
32,35,16,12,12,14,14,12,10,2,2,0,1,1490,1856,1109,1,4.698,5.9995,0.7215,18180
39,43,11,10,10,14,10,7,8,1,1,0,1,989,1880,3382,1,2.1234,6.9149,0.6915,20957
34,35,13,12,12,12,12,7,4,2,2,0,1,600,3020,1806,1,2.3333,4.9669,0.7215,13700
39,41,11,7,17,8,7,17,18,1,1,0,1,2646,2646,1825,1,2.3896,2.3896,0.6915,20000
45,48,8,7,12,9,7,12,3,3,3,0,1,2149,1640,1371,1,1.2564,4.5122,0.7515,12260
50,54,11,3,12,11,12,7,11,0,0,0,0,320,1950,2285,1,1.0938,9.2308,0.6615,24850
40,39,12,12,12,12,7,12,8,1,1,0,1,1600,1920,2028,1,3.75,11.458,0.5815,29150
30,34,10,7,12,12,7,10,10,1,1,0,1,2419,2025,2306,1,3.3072,7.6993,0.6615,23591
57,56,17,16,7,17,12,7,33,0,0,0,0,2005,2470,168,1,5.1352,4.183,0.6615,24717
39,43,12,12,16,12,12,14,19,1,1,0,1,1960,1800,3013,1,6.6327,8.3333,0.6215,30455
53,56,12,12,12,8,12,12,35,0,0,0,0,2147,1920,8046,1,4.5645,5.1042,0.6915,19600
48,53,17,7,7,17,12,10,21,1,1,0,1,1207,2039,1426,1,11.848,8.2271,0.64,31875
46,48,14,14,12,16,14,7,7,1,1,0,1,2000,2570,334,1,3.75,5.6634,0.6615,24055
47,54,12,7,7,12,10,7,18,0,0,0,0,1260,1914,6747,1,4.3651,5.222,0.7215,18795
43,47,12,7,12,10,7,7,4,1,1,0,1,90,1516,6119,1,3.9333,7.19,0.7515,12198
47,47,12,12,12,16,7,12,12,0,0,0,0,1800,2520,172,1,3.3333,13.907,0.4915,52645
47,48,12,10,7,12,7,7,16,1,1,0,1,573,2327,0,1,3.3159,6.0163,0.7215,16600
47,50,12,7,12,12,7,7,14,0,0,0,0,1825,2188,1588,1,3.5616,7.6782,0.6215,32590
46,48,12,3,10,12,7,7,3,0,0,0,0,75,1864,0,1,1.6,5.3112,0.7515,10020
34,33,9,7,12,10,7,17,1,4,4,0,1,1348,2183,11656,1,2.2255,4.1228,0.7515,12048
48,55,10,7,12,12,7,12,27,0,0,0,0,1880,1920,20702,1,4.7872,7.8125,0.6215,39750
30,31,12,10,7,12,7,7,12,1,1,0,1,1240,1824,184,1,5.8065,4.6053,0.7215,15700
51,54,12,7,12,12,7,12,6,1,1,0,1,848,2878,28627,1,2.3585,3.9746,0.6615,24250
52,54,12,7,7,16,12,7,9,5,5,0,1,150,2390,3641,1,2,15.063,0.5215,43210
37,39,12,12,7,13,12,7,2,2,2,0,1,2000,3120,1112,1,1.9,4.5064,0.6215,37100
32,33,12,12,10,12,7,7,6,2,2,0,1,1952,2040,1196,1,5.123,5.8824,0.6615,23820
36,35,17,12,14,15,14,17,9,2,2,0,1,1456,2151,831,1,5.4945,10.228,0.5815,31600
35,37,12,10,14,14,10,12,16,2,2,0,1,1740,1976,2768,1,6.3218,6.5789,0.6615,24000
45,51,17,14,10,16,12,7,22,0,0,0,0,1400,2286,1336,1,7.1429,8.8145,0.5815,30750
56,60,12,7,12,10,7,9,26,0,0,0,0,2000,2032,1835,1,2.375,2.9528,0.7515,11050
40,45,10,7,10,4,7,7,11,2,2,0,1,1750,1680,3166,1,2.5429,4.5173,0.7515,12239
45,49,12,14,12,14,12,12,11,2,3,1,1,1101,1560,2159,1,2.1798,5.1282,0.7515,12870
32,30,12,10,7,12,7,3,15,2,2,0,1,2000,2895,1063,1,2.6,4.1451,0.7215,17200
45,50,12,10,12,8,10,12,13,0,0,0,0,1877,1820,736,1,3.7294,8.7912,0.6615,23980
40,44,12,7,7,12,12,7,6,2,2,0,1,160,2450,1119,1,4.375,7.3061,0.6915,18600
38,42,12,7,14,8,10,12,20,1,1,0,1,1886,1748,630,1,4.4433,6.0069,0.6915,23920
49,45,12,7,12,12,7,12,17,4,4,0,1,1446,1020,4445,1,4.2877,8.3333,0.7515,16084
47,49,16,14,12,17,14,7,8,1,1,0,1,1500,2342,1761,1,1.6667,11.529,0.5815,31100
52,53,13,7,14,12,7,17,13,0,0,0,0,860,2250,5598,1,3.2558,6.6667,0.6615,20460
34,40,13,12,7,16,12,7,15,1,1,0,1,1848,2880,5383,1,5.4113,8.6806,0.5515,36000
44,46,12,14,12,12,12,10,14,2,2,0,1,1678,2032,1574,1,2.205,3.468,0.7215,17302
36,42,16,14,7,16,7,7,14,3,3,0,1,160,3120,2159,1,4.0625,3.0321,0.7215,16450
50,57,17,14,7,16,16,9,6,0,0,0,0,108,1760,2614,1,0.6482,13.807,0.5815,41170
45,47,12,0,10,12,0,7,24,0,0,0,0,1738,1725,3004,1,5.3826,6.2174,0.6615,20130
44,46,14,16,12,13,12,12,10,2,2,0,1,1170,2080,2028,1,0.1709,4.2308,0.7515,9200
57,57,12,7,12,10,7,9,2,2,2,0,1,15,2040,1241,1,23.467,11.47,0.6615,24751
35,42,17,12,16,17,17,7,9,0,0,0,0,2088,2940,7792,1,9.5785,12.245,0.5,57300
46,52,12,7,12,12,7,12,23,0,0,0,0,2490,2280,7116,1,3.6948,9.2105,0.5815,37200
30,35,14,10,12,16,12,12,12,1,3,2,1,135,2164,6414,1,2.2222,6.3309,0.7215,14000
42,44,12,7,10,12,3,7,8,3,3,0,1,1944,1999,494,1,1.749,7.8039,0.6915,20610
34,36,12,10,12,13,7,14,16,1,1,0,1,690,1824,2092,1,1.1594,7.6754,0.7215,14800
45,47,17,10,12,16,14,7,10,2,2,0,1,608,2182,1613,1,6.9901,15.582,0.5515,40005
35,37,16,14,7,16,7,7,7,2,3,1,1,63,2385,1675,1,3.9683,9.6436,0.6615,23750
40,44,16,7,12,17,12,14,19,0,0,0,0,154,2460,3825,1,21.429,12.886,0.5515,35300
32,35,12,12,12,16,12,7,2,1,1,0,1,420,2595,0,1,0.4762,6.5511,0.6915,17350
54,57,9,7,10,10,7,3,9,0,0,0,0,651,2400,1205,1,2.1505,8.25,0.6615,21650
38,42,12,7,7,8,7,7,14,3,3,0,1,675,3120,5635,1,1.8578,1.3792,0.7915,6740
43,42,12,12,12,12,14,7,9,3,3,0,1,1663,2850,3481,1,4.3295,5.2632,0.6915,32275
54,60,16,14,10,12,7,7,16,0,0,0,0,1680,760,8512,1,8.9286,10.526,0.72,33220
39,37,14,12,7,17,12,7,7,3,3,0,1,180,2500,544,1,2.7778,10,0.6215,26500
37,39,12,7,17,14,12,16,6,1,1,0,1,1581,2630,1808,1,2.6565,12.548,0.5215,38700
46,48,12,7,12,8,7,12,22,2,2,0,1,1200,2597,2425,1,2.5,4.6207,0.7215,15400
56,60,11,7,12,11,7,9,9,0,0,0,0,450,2760,1611,1,18.267,1.854,0.6915,19007
41,44,12,12,14,8,7,12,9,3,3,0,1,547,2070,3566,1,0.819,7.4266,0.7215,16771
45,48,16,16,7,16,7,7,14,1,1,0,1,300,2256,3112,1,2,13.298,0.5815,31100
44,47,17,3,3,16,3,7,17,1,1,0,1,975,1505,1669,1,15.385,26.578,0.5,66300
50,52,17,16,7,17,12,7,12,1,1,0,1,1621,2364,2369,1,6.4775,13.959,0.4915,43550
37,38,14,7,12,14,7,7,13,5,5,0,1,300,2895,182,1,8.3333,13.126,0.6215,37250
44,46,12,16,7,12,7,7,8,1,1,0,1,1868,2041,1519,1,4.5503,7.8883,0.6615,24900
32,34,14,7,7,17,14,7,10,2,2,0,1,1803,2195,2083,1,2.4958,8.656,0.6615,24200
34,40,12,10,7,12,10,3,16,1,2,1,1,2143,1935,4496,1,4.4797,3.4109,0.7215,16200
32,35,10,10,7,10,10,7,1,2,2,0,1,1080,1950,3418,1,2.2324,4.6256,0.7515,11431
37,38,12,10,7,14,10,12,6,3,3,0,1,1352,2375,4362,1,2.071,4.2105,0.7515,13200
44,55,13,10,10,8,10,12,4,1,1,0,1,537,1920,2159,1,1.676,4.2708,0.7715,15420
34,33,16,12,12,12,12,7,8,2,2,0,1,352,3300,1160,1,3.4091,3.3424,0.6915,18400
33,33,12,10,12,16,3,12,4,3,4,1,1,200,3680,3359,1,2.5,8.6359,0.4915,43500
43,43,7,7,7,12,7,7,15,3,3,0,1,2045,1968,5173,1,3.9609,6.7581,0.6915,21972
35,33,16,16,12,10,16,7,7,2,2,0,1,1253,2504,3705,1,6.2275,0.5843,0.7715,7774
43,45,14,7,3,14,7,12,14,1,1,0,1,1960,2000,1465,1,3.9286,5.335,0.6915,24470
34,37,12,7,9,12,7,3,16,0,0,0,0,2000,1656,3665,1,2.9,4.7101,0.7215,13600
36,39,10,7,3,7,0,7,15,3,3,0,1,1960,1968,546,1,4.0816,4.9797,0.7215,22500
41,41,12,7,7,12,7,7,23,2,2,0,1,2000,2016,2122,1,2.85,2.9762,0.7215,13600
41,44,16,7,12,17,7,7,19,0,0,0,0,1568,2602,983,1,7.0153,12.744,0.4415,90800
35,43,10,10,9,9,10,7,4,3,3,0,1,1225,1560,299,1,2.9388,3.8462,0.7515,10776
32,37,12,10,7,10,7,14,12,3,4,1,1,780,1827,2789,1,1.9231,7.2233,0.7515,19007
30,34,14,12,14,14,12,7,12,0,0,0,0,480,2080,1457,1,6.875,8.8077,0.6615,23900
43,47,12,7,12,12,7,7,25,0,0,0,0,1923,3390,2264,1,3.9002,5.3864,0.6215,26060
54,57,6,7,12,6,7,12,14,0,0,0,0,2000,2524,2488,1,2,3.6846,0.7215,13300
35,34,15,7,12,12,7,7,14,2,2,0,1,2110,2777,1512,1,4.9763,1.8437,0.7215,15620
50,54,12,7,10,13,7,7,11,0,0,0,0,1664,3120,5406,1,1.2019,1.3013,0.7215,16500
34,36,17,14,7,17,16,7,7,1,2,1,1,48,2700,802,1,22.5,7.2222,0.6915,20880
52,57,14,14,10,12,12,7,18,0,0,0,0,1791,1904,0,1,6.8677,7.3529,0.6615,30600
35,38,13,7,12,14,10,12,4,3,3,0,1,1404,2360,4182,1,3.5613,11.864,0.6215,39000
55,58,6,7,10,8,7,12,37,0,0,0,0,1920,1960,687,1,1.9792,5.3327,0.7215,15428
35,42,16,7,12,16,7,16,13,0,0,0,0,2141,2000,2251,1,5.3713,5.5,0.6615,23300
49,45,14,16,12,16,16,7,14,1,1,0,1,1720,2600,0,1,1.7442,7.2308,0.5215,42100
38,38,15,12,12,9,7,12,17,2,4,2,1,3533,2000,8174,1,5.0948,7,0.64,36430
42,45,14,7,7,14,7,12,5,2,2,0,1,2000,2218,2825,1,2.5,7.2137,0.6915,26000
48,52,8,7,3,5,7,7,2,1,1,0,1,800,2000,1128,1,3.825,4.5,0.7515,62060
51,53,14,12,12,16,12,12,0,0,0,0,0,3000,2595,1428,1,1,8.8632,0.6215,28300
43,47,12,12,7,12,10,7,3,2,2,0,1,293,2400,91,1,3.0717,9.3333,0.6615,24149
43,48,12,12,7,12,10,7,21,1,1,0,1,1872,2856,2046,1,1.7163,3.8263,0.6615,28141
38,38,12,10,12,14,10,7,20,1,1,0,1,2058,2601,3933,1,4.0209,5.4448,0.6615,23057
44,48,12,3,7,9,7,9,19,1,1,0,1,1832,2054,650,1,5.4585,8.7634,0.6215,28900
36,35,12,12,7,12,10,7,4,3,4,1,1,120,2500,2993,1,25,8.4,0.6615,24000
38,31,12,12,7,12,12,7,19,0,0,0,0,1632,1960,3041,1,2.3897,5.102,0.7215,13900
47,51,8,12,7,8,12,7,11,0,0,0,0,778,2058,1034,1,3.2134,7.4101,0.6915,31810
34,49,12,7,7,10,7,7,14,2,2,0,1,1984,2410,1205,1,3.377,5.3527,0.6915,19840
40,38,17,16,12,17,17,12,8,2,3,1,1,225,1278,2398,1,1.7778,19.562,0.6615,25490
31,35,12,12,9,12,12,10,13,1,1,0,1,1960,2875,1120,1,3.1633,5.0783,0.6915,20800
46,49,12,10,10,12,16,12,24,0,0,0,0,444,2340,3371,1,2.7027,0.5128,0.8015,2400
36,43,14,10,3,17,10,7,1,3,3,0,1,384,3060,875,1,1.6927,5.402,0.5815,32650
39,47,13,12,9,12,16,7,1,2,3,1,1,1170,1920,2636,1,0.2137,7.8646,0.7215,16370
36,38,17,7,12,12,7,12,3,2,2,0,1,1330,3390,6873,1,6.7669,6.0531,0.5515,35500
37,41,8,7,7,12,7,7,4,4,4,0,1,1350,2400,4440,1,1.7407,5,0.7515,15100
39,40,12,7,7,11,9,7,21,4,4,0,1,480,1640,3070,1,2.5,7.6829,0.7515,14100
36,38,11,7,10,8,3,7,10,3,4,1,1,1984,1656,381,1,4.4859,6.0386,0.7215,19600
49,53,12,7,7,16,7,3,13,2,2,0,1,1944,1920,1648,1,2.572,5.851,0.7215,19434
45,46,12,7,12,10,7,10,9,1,2,1,1,50,1780,2572,1,3.46,6.7416,0.7215,23882
32,31,17,7,7,17,7,3,14,0,2,2,1,460,1850,1618,1,4.7826,8.1081,0.7215,17300
36,43,10,7,12,12,7,7,2,5,5,0,1,680,3430,6931,1,2.3118,5.3061,0.7215,19772
40,40,12,7,12,8,7,16,21,1,1,0,1,2450,2008,5998,1,5.3061,7.2709,0.6215,35641
43,43,13,7,7,11,7,7,22,2,2,0,1,2144,2140,1825,1,5.8675,8.1776,0.5815,34220
33,34,12,12,7,12,16,12,14,1,1,0,1,1760,3380,190,1,3.4091,7.1006,0.5815,30000
30,33,12,12,12,11,12,7,7,1,1,0,1,490,2430,3237,1,4.0816,6.5844,0.6915,18000
49,54,12,14,16,15,12,17,2,1,1,0,1,0,2550,2285,0,NA,7.8529,0.6615,21025
30,34,16,14,7,16,7,7,5,0,2,2,1,0,1928,1381,0,NA,11.929,0.6615,23600
30,39,12,12,12,17,12,7,12,0,1,1,1,0,1100,7131,0,NA,18,0.6615,22800
41,40,12,7,7,16,7,3,1,4,4,0,1,0,3193,0,0,NA,10.022,0.5815,35910
45,46,12,7,7,16,7,14,12,1,1,0,1,0,2250,2011,0,NA,9.3333,0.6615,21700
43,44,12,7,7,13,7,7,4,5,5,0,1,0,2012,1816,0,NA,6.085,0.7515,21823
42,46,13,10,7,15,7,7,9,1,1,0,1,0,3856,1422,0,NA,5.7054,0.6615,31000
60,58,12,7,7,12,7,7,9,0,0,0,0,0,1645,3392,0,NA,9.1185,0.7215,15300
57,57,12,9,14,12,3,7,6,0,0,0,0,0,1554,4924,0,NA,7.2072,0.7215,12925
38,41,10,12,7,8,7,7,5,2,2,0,1,0,2352,2159,0,NA,5.3146,0.7515,15830
56,58,12,12,7,12,12,7,5,0,0,0,0,0,1980,2789,0,NA,8.2828,0.6915,30200
32,37,12,10,9,7,7,3,8,3,3,0,1,0,2352,1,0,NA,7.0578,0.7215,16600
49,58,7,7,7,6,7,7,2,1,1,0,1,0,1784,1921,0,NA,6.1659,0.7515,11000
55,58,12,7,3,12,10,7,6,0,0,0,0,0,2500,1779,0,NA,2.7,0.7215,15000
36,39,9,7,10,14,7,7,0,1,2,1,1,0,2088,1299,0,NA,7.6628,0.7215,20528
44,50,12,9,7,12,9,7,3,3,3,0,1,0,4640,1623,0,NA,1.8491,0.7515,13126
44,60,10,7,7,12,14,7,7,1,1,0,1,0,3900,0,0,NA,3.8462,0.7215,15550
35,34,14,3,10,17,12,7,3,2,3,1,1,0,1988,2720,0,NA,9.0543,0.7215,18010
44,45,14,10,12,10,10,16,10,3,5,2,1,0,1920,5192,0,NA,9.375,0.7215,18874
45,45,12,12,7,12,12,7,3,1,1,0,1,0,2400,4206,0,NA,8.3333,0.6615,24800
34,38,12,12,10,12,17,7,2,0,1,1,1,0,1867,2335,0,NA,9.3733,0.6915,17500
30,32,17,12,12,17,12,7,12,0,2,2,1,0,3570,1436,0,NA,4.4818,0.7215,16150
39,44,8,7,7,12,3,7,15,1,1,0,1,0,2805,2573,0,NA,5.3476,0.7215,15189
36,39,12,7,9,15,7,12,5,2,2,0,1,0,1110,622,0,NA,3.2027,0.7815,6000
38,42,17,10,0,16,12,7,4,2,2,0,1,0,2695,434,0,NA,12.801,0.5515,37250
53,54,12,10,12,16,10,7,10,0,0,0,0,0,1950,373,0,NA,6.9103,0.6215,27760
36,42,12,7,7,12,7,7,1,2,2,0,1,0,2128,2141,0,NA,4.2293,0.7715,9090
32,31,12,12,3,12,7,3,8,1,2,1,1,0,3260,1160,0,NA,4.4479,0.7215,14500
51,51,9,7,14,12,7,7,20,3,3,0,1,0,1987,1475,0,NA,8.0523,0.7215,19700
38,46,11,10,7,11,7,7,4,0,0,0,0,0,2185,4135,0,NA,7.5057,0.6915,16788
33,36,12,10,3,12,10,3,7,0,2,2,1,0,2475,1266,0,NA,7.4747,0.6915,18520
54,53,12,16,12,12,10,7,10,0,0,0,0,0,2610,2453,0,NA,6.3218,0.6915,20950
38,44,9,7,7,12,3,12,3,3,3,0,1,0,1920,3801,0,NA,2.1354,0.8015,7574
30,31,11,7,12,14,7,7,5,2,4,2,1,0,2352,737,0,NA,4.2092,0.7715,10027
34,30,12,12,7,12,12,7,10,3,5,2,1,0,3160,3020,0,NA,0.7595,0.9415,5000
34,37,9,12,7,13,7,7,0,1,1,0,1,0,1040,3119,0,NA,4.8077,0.7915,7040
50,49,12,10,3,12,7,7,3,2,2,0,1,0,3120,1584,0,NA,12.788,0.5215,40800
30,30,17,12,12,16,12,7,10,0,2,2,1,0,2240,4309,0,NA,7.1429,0.7215,16050
38,42,12,10,3,16,7,7,2,2,2,0,1,0,1980,226,0,NA,15.152,0.5815,33100
54,58,14,12,12,14,12,7,10,0,0,0,0,0,1960,2421,0,NA,7.9082,0.7215,33856
30,31,12,12,12,17,12,7,4,2,3,1,1,0,2940,3442,0,NA,6.9728,0.6915,20500
55,56,12,7,12,11,7,10,0,0,0,0,0,0,2467,1806,0,NA,4.9181,0.5815,28600
51,56,10,10,16,12,10,17,10,1,1,0,1,0,2256,11486,0,NA,8.3112,0.6915,18750
44,46,12,7,9,12,7,12,5,1,1,0,1,0,1680,3481,0,NA,7.1429,0.7215,20300
53,55,12,7,10,12,7,7,0,0,0,0,0,0,2250,18155,0,NA,5.6889,0.7215,13420
42,49,10,3,12,9,3,7,0,2,2,0,1,0,2400,2705,0,NA,7.0833,0.7215,18400
38,42,12,10,16,11,7,16,19,2,2,0,1,0,2196,5247,0,NA,5.6922,0.7215,16682
38,40,13,7,12,12,7,10,2,3,4,1,1,0,2400,2993,0,NA,11.4,0.6215,32685
41,41,12,3,12,11,3,10,12,4,5,1,1,0,3825,2426,0,NA,1.4152,0.8015,7050
35,44,8,12,16,9,7,16,5,3,3,0,1,0,2860,5603,0,NA,2.7507,0.7815,10867
33,34,12,12,7,12,12,7,5,2,3,1,1,0,2750,5810,0,NA,6.6182,0.7215,18220
48,50,13,7,12,16,7,7,5,0,0,0,0,0,2103,1954,0,NA,9.2725,0.6915,26613
47,51,12,12,7,12,10,7,10,0,0,0,0,0,1880,3481,0,NA,12.287,0.6215,25000
34,41,12,7,10,13,7,10,0,5,5,0,1,0,3185,1205,0,NA,2.8549,0.7515,15700
33,37,13,12,10,17,10,7,4,1,3,2,1,0,2677,1806,0,NA,7.9709,0.5215,40250
31,36,13,12,7,17,16,7,3,1,4,3,1,0,3600,4574,0,NA,19.444,0.4415,73600
58,58,8,12,10,8,7,7,2,0,0,0,0,0,4334,6724,0,NA,1.4806,0.7515,10592
49,52,12,7,12,8,7,16,1,0,0,0,0,0,2874,3049,0,NA,1.8918,0.7515,8000
55,56,8,7,7,9,3,3,0,1,1,0,1,0,1936,2461,0,NA,6.9215,0.7215,13400
