EDAD,EDADMARIDO,EDUC,EDUCMADRE,EDUCMADREMARIDO,EDUCMARIDO,EDUCPADRE,EDUCPADREMARIDO,EXPER,HIJOS618,HIJOSM18,HIJOSM6,HIJOSMEN,HORASTRAB,HORASTRABMARIDO,IMPFED,PMT,SALARIO,SALARIOMARIDO,TMIMP,YFAM
44,49,14,12,7,8,12,7,1,0,0,0,0,0,1964,3395,0,NA,10.692,0.6615,23700
44,48,9,7,7,8,7,7,1,0,0,0,0,0,1900,445,0,NA,9.9474,0.6915,18900
36,37,16,7,7,17,12,7,6,3,3,0,1,0,2500,1271,0,NA,19,0.4615,48300
38,46,12,14,7,14,14,14,12,3,3,0,1,0,3173,8942,0,NA,7.4882,0.6615,24470
37,38,16,16,7,17,7,7,6,3,3,0,1,0,2916,984,0,NA,9.259,0.6215,28630
47,51,12,12,12,12,7,10,9,0,0,0,0,0,2208,12588,0,NA,11.322,0.6215,25320
47,47,12,12,7,10,10,7,14,3,3,0,1,0,2094,1888,0,NA,6.447,0.7515,13530
32,33,12,7,9,12,7,9,13,1,2,1,1,0,2250,428,0,NA,6.5778,0.7215,14800
43,46,12,12,10,12,7,16,8,2,3,1,1,0,2000,10574,0,NA,6.1,0.7515,17400
42,48,11,10,3,10,10,7,0,4,5,1,1,0,2600,1964,0,NA,4.2308,0.7815,15980
56,57,12,7,7,8,7,12,1,0,0,0,0,0,4368,642,0,NA,2.217,0.7215,16576
38,40,13,12,7,16,7,7,3,5,5,0,1,0,3068,3994,0,NA,6.5189,0.6915,21850
52,51,12,7,7,11,7,7,13,2,2,0,1,0,2218,1657,0,NA,6.4923,0.7215,14600
50,56,12,12,7,12,12,7,3,0,0,0,0,0,1848,1465,0,NA,11.364,0.6615,21600
33,33,16,12,12,17,12,7,8,0,0,0,0,0,2430,3905,0,NA,9.8765,0.6615,24000
44,44,16,7,12,17,7,7,8,2,2,0,1,0,2640,6180,0,NA,7.6576,0.6915,20883
41,42,12,7,14,16,7,7,18,1,1,0,1,0,2108,562,0,NA,8.3017,0.6915,19500
45,45,12,14,12,12,12,7,2,1,1,0,1,0,1998,1482,0,NA,14.114,0.6215,42800
53,55,14,7,7,16,7,7,3,0,0,0,0,0,2500,2258,0,NA,16,0.5215,41500
53,56,14,12,7,17,12,7,5,0,0,0,0,0,1665,3957,0,NA,11.291,0.6915,18965
42,46,12,12,12,12,10,7,2,1,1,0,1,0,2990,3097,0,NA,2.3395,0.7215,16100
32,35,13,12,7,16,17,7,10,0,2,2,1,0,1795,1880,0,NA,7.7994,0.7215,14700
56,53,12,7,7,12,7,7,30,0,0,0,0,0,2500,4309,0,NA,6,0.7215,18800
37,40,11,10,7,11,7,7,1,3,4,1,1,0,2205,1658,0,NA,6.6893,0.7515,14750
40,42,12,12,12,14,7,7,5,2,3,1,1,0,2460,8688,0,NA,8.5366,0.6915,21000
54,55,15,0,7,16,7,7,8,3,3,0,1,0,1880,5461,0,NA,13.83,0.6215,35400
53,53,7,7,7,9,7,7,0,0,0,0,0,0,3481,2038,0,NA,1.48,0.7515,10700
48,51,12,7,7,12,7,7,4,1,1,0,1,0,2450,5004,0,NA,8.5714,0.6615,24500
36,38,12,7,16,14,7,14,2,2,3,1,1,0,2062,9774,0,NA,8.2299,0.7215,17045
57,52,12,7,7,14,7,14,30,0,0,0,0,0,2146,2018,0,NA,8.3877,0.6915,18800
51,49,12,10,9,7,7,7,25,0,0,0,0,0,1575,466,0,NA,7.3651,0.7215,14000
33,37,13,7,9,12,0,9,3,4,4,0,1,0,3096,1623,0,NA,3.4415,0.7215,18214
52,49,12,7,16,11,7,7,20,0,0,0,0,0,3280,1946,0,NA,3.3537,0.7515,20177
56,60,10,0,12,8,7,12,20,0,0,0,0,0,1680,3853,0,NA,2.9762,0.7815,8300
36,38,12,14,12,11,9,12,0,2,3,1,1,0,2625,2626,0,NA,5.181,0.7515,14200
36,50,14,12,16,16,12,9,15,0,1,1,1,0,1846,270,0,NA,10.293,0.6915,21768
46,47,12,10,7,10,7,7,10,1,1,0,1,0,2178,2085,0,NA,13.243,0.5815,29553
31,33,10,7,16,9,7,16,4,3,3,0,1,0,960,6568,0,NA,3.6458,0.9415,4350
52,51,11,7,12,12,7,7,3,0,0,0,0,0,2210,11549,0,NA,10.407,0.6615,24000
46,55,12,7,10,12,7,12,10,2,2,0,1,0,2192,2467,0,NA,8.2117,0.6915,18300
35,44,12,7,3,16,3,7,9,0,2,2,1,0,1960,1937,0,NA,8.6735,0.7215,17200
59,56,12,7,12,10,7,7,7,0,0,0,0,0,1920,1138,0,NA,8.3208,0.6915,16476
36,40,8,0,12,12,0,7,12,1,1,0,1,0,2286,7542,0,NA,4.287,0.7515,13400
51,52,7,3,7,7,3,7,0,3,4,1,1,0,2000,6051,0,NA,10.5,0.5215,44988
31,31,16,12,12,12,12,7,16,0,1,1,1,0,2256,2164,0,NA,7.9787,0.6915,18200
31,36,14,12,7,17,12,7,4,2,2,0,1,0,2370,565,0,NA,11.814,0.6215,28000
32,39,12,12,10,13,12,12,7,1,2,1,1,0,1800,6117,0,NA,6.1111,0.7515,11550
35,38,16,12,9,16,7,7,7,2,3,1,1,0,2250,1173,0,NA,12.578,0.6215,28450
40,43,12,7,12,12,10,7,14,3,3,0,1,0,1080,725,0,NA,11.244,0.7515,15096
33,38,10,7,17,12,7,7,2,2,3,1,1,0,2840,1114,0,NA,2.7408,0.7815,8009
54,52,7,0,10,11,0,10,20,0,0,0,0,0,2250,875,0,NA,4.4444,0.7515,10040
36,37,12,12,12,12,12,12,5,1,2,1,1,0,2746,1784,0,NA,5.8267,0.7215,16700
50,60,10,12,14,8,7,16,10,1,1,0,1,0,2300,3089,0,NA,2.3478,0.7815,8400
54,49,8,0,7,8,0,14,20,0,0,0,0,0,2860,2093,0,NA,4.4755,0.7215,13000
48,49,11,7,7,12,7,12,10,1,1,0,1,0,1765,3599,0,NA,8.4986,0.7215,17970
41,42,15,14,14,16,17,7,8,4,4,0,1,0,2520,5436,0,NA,7.1825,0.7215,18450
50,53,12,12,7,12,7,7,11,4,4,0,1,0,2208,2120,0,NA,10.87,0.6615,31000
46,51,12,10,7,8,7,12,3,2,2,0,1,0,2119,4181,0,NA,7.1222,0.7215,24135
42,47,13,12,3,17,12,3,6,1,1,0,1,0,2580,3952,0,NA,10.6592,0.5815,31700
31,34,9,3,7,12,3,7,4,2,3,1,1,0,1984,351,0,NA,3.2762,0.7915,10190
53,58,12,10,7,8,10,7,4,0,0,0,0,0,1880,346,0,NA,7.7521,0.7215,21574
51,57,12,3,12,12,3,12,9,1,1,0,1,0,2185,7088,0,NA,11.945,0.6215,26680
47,57,12,7,10,12,9,10,10,1,1,0,1,0,2080,5751,0,NA,4.6154,0.7515,17700
50,50,12,12,12,12,12,7,3,1,1,0,1,0,1920,2831,0,NA,13.021,0.6215,29400
37,52,6,7,10,5,7,12,2,1,1,0,1,0,3000,1611,0,NA,2.6667,0.7515,22159
30,31,12,12,10,12,12,10,2,2,4,2,1,0,2100,1178,0,NA,8.8333,0.5815,35000
49,39,12,16,10,12,16,10,0,0,0,0,0,0,1690,2236,0,NA,2.3669,0.7915,8630
52,49,12,7,14,16,0,14,8,2,2,0,1,0,2600,4977,0,NA,5,0.7515,17080
47,49,12,10,7,16,7,7,6,2,2,0,1,0,1984,1003,0,NA,7.4597,0.7215,32500
49,53,12,7,14,12,7,7,15,0,0,0,0,0,2064,3801,0,NA,7.7519,0.7215,16000
44,31,12,12,10,16,10,16,15,4,4,0,1,0,2553,1999,0,NA,5.4054,0.7515,18850
53,59,8,9,3,9,9,7,9,0,0,0,0,0,2776,14995,0,NA,6.1239,0.6915,17500
30,31,12,7,0,13,12,7,8,0,1,1,1,0,2315,3698,0,NA,8.3369,0.6915,19392
54,55,12,7,12,12,10,14,18,2,2,0,1,0,1880,5436,0,NA,7.1277,0.7215,14450
47,51,7,0,9,7,0,12,3,1,2,1,1,0,2160,6928,0,NA,6.1204,0.6915,21800
56,56,15,7,7,12,7,7,10,0,0,0,0,0,900,4194,0,NA,3.1111,0.7515,7700
49,52,12,7,7,16,7,7,6,1,1,0,1,0,2467,1289,0,NA,12.161,0.5815,31800
48,55,6,7,7,12,7,9,20,0,0,0,0,0,1820,4180,0,NA,5.3846,0.7515,17258
49,53,12,10,10,10,12,9,8,1,1,0,1,0,2223,7350,0,NA,3.9838,0.7515,13399
56,60,12,12,7,12,16,7,3,1,1,0,1,0,2142,1080,0,NA,7.4697,0.7215,16073
46,46,12,7,7,11,7,3,4,0,0,0,0,0,1928,5034,0,NA,11.411,0.6615,23260
45,49,12,12,7,17,12,7,13,2,2,0,1,0,2783,2972,0,NA,12.936,0.5515,37300
32,35,12,12,12,12,7,7,4,2,2,0,1,0,1960,7453,0,NA,5.6122,0.7515,11000
43,41,12,7,12,12,7,16,17,1,2,1,1,0,1920,30285,0,NA,6.8099,0.7515,13075
34,39,12,7,3,12,7,9,4,1,2,1,1,0,1587,3989,0,NA,8.5066,0.7215,13700
30,51,12,7,14,10,10,12,0,1,2,1,1,0,2496,7716,0,NA,5.508,0.6615,25100
38,39,17,12,10,12,16,10,15,0,2,2,1,0,2280,3354,0,NA,7.2285,0.6915,18600
33,36,16,16,14,17,16,14,11,1,2,1,1,0,2750,7584,0,NA,9.4545,0.6215,29000
52,55,12,7,3,12,7,3,23,0,0,0,0,0,2115,310,0,NA,8.9835,0.6915,19237
43,45,11,12,12,12,14,7,1,3,3,0,1,0,2590,3020,0,NA,5.9846,0.7215,19855
33,34,12,12,7,12,7,3,5,1,2,1,1,0,2372,1253,0,NA,3.9629,0.7515,9450
45,48,10,7,10,12,7,7,1,0,0,0,0,0,2295,3387,0,NA,7.0575,0.5815,30000
36,38,10,10,12,12,10,12,5,1,3,2,1,0,2096,4952,0,NA,7.1565,0.7215,15000
34,39,12,12,12,17,12,7,3,1,2,1,1,0,3315,2516,0,NA,4.0145,0.6615,24701
37,50,14,10,14,16,14,7,3,2,2,0,1,0,1777,4574,0,NA,3.8829,0.7215,15900
46,51,10,7,7,12,7,3,19,1,1,0,1,0,1880,3331,0,NA,7.9787,0.7215,16240
47,55,12,12,10,10,12,12,20,0,0,0,0,0,2184,2056,0,NA,5.0366,0.7515,21100
31,32,16,12,3,16,12,7,5,1,3,2,1,0,3250,9549,0,NA,7.0769,0.6615,23000
57,58,5,7,3,5,7,7,0,0,0,0,0,0,1520,1828,0,NA,3.6184,0.7715,6340
30,30,12,10,7,13,10,7,3,1,2,1,1,0,3119,1354,0,NA,13.466,0.4915,42250
30,43,12,12,10,17,10,10,3,0,0,0,0,0,640,2978,0,NA,14.531,0.7215,14694
44,45,12,12,7,12,12,7,7,3,3,0,1,0,2250,2845,0,NA,6.8,0.7215,21417
53,53,13,7,16,13,12,7,7,0,0,0,0,0,3000,1816,0,NA,6.6667,0.6615,20200
51,54,8,7,9,8,7,7,1,0,0,0,0,0,2028,2141,0,NA,5.9172,0.7215,12090
39,36,12,12,7,14,7,7,13,3,4,1,1,0,2412,1946,0,NA,10.24,0.6615,24760
52,54,8,7,12,12,3,7,0,0,0,0,0,0,2452,1631,0,NA,8.1566,0.6915,23000
46,50,8,3,9,12,3,7,0,4,4,0,1,0,2304,3721,0,NA,6.6775,0.7215,19365
47,49,12,7,3,12,7,7,12,5,5,0,1,0,3120,2839,0,NA,0.9615,0.9415,5550
52,54,8,7,14,8,3,12,0,2,2,0,1,0,1670,3382,0,NA,16.907,0.4415,68035
45,46,12,10,14,15,14,17,5,2,2,0,1,0,2137,6749,0,NA,13.57,0.6215,29300
60,52,11,7,3,11,7,7,45,0,0,0,0,0,2071,3745,0,NA,8.9329,0.6915,18500
41,54,13,17,7,7,7,7,10,2,2,0,1,0,1960,6024,0,NA,4.7372,0.7215,22582
39,45,8,7,7,12,7,16,2,3,3,0,1,0,2068,5751,0,NA,8.5106,0.7215,21500
49,51,12,7,12,12,7,14,3,1,1,0,1,0,2190,23943,0,NA,5.2511,0.7515,28070
32,37,15,12,7,13,12,7,1,1,2,1,1,0,2295,7841,0,NA,21.786,0.4415,50300
33,34,12,12,12,13,12,7,5,3,4,1,1,0,2970,6928,0,NA,7.9125,0.6615,23500
36,37,10,7,10,8,9,12,10,4,4,0,1,0,2068,8343,0,NA,7.1083,0.7515,15500
37,39,13,7,12,14,0,3,4,3,6,3,1,0,2419,2542,0,NA,5.0434,0.7715,13440
30,34,12,12,3,11,12,7,7,2,3,1,1,0,2150,3056,0,NA,2.2442,0.7815,8100
44,37,11,7,3,10,12,7,9,1,2,1,1,0,1152,3471,0,NA,8.5069,0.7515,9800
48,49,12,7,9,12,12,7,5,1,1,0,1,0,2640,1093,0,NA,7.5758,0.6915,20300
40,45,11,7,10,11,7,10,4,4,4,0,1,0,2550,4977,0,NA,5.8824,0.7515,15000
47,49,13,9,7,16,9,16,11,0,0,0,0,0,1360,9020,0,NA,40.441,0.4415,56100
36,40,12,12,7,12,7,7,9,2,2,0,1,0,2420,935,0,NA,6.2339,0.7215,22846
40,42,11,7,12,14,12,16,4,2,2,0,1,0,2205,3653,0,NA,9.2971,0.6915,22225
46,46,12,12,7,12,7,7,2,1,1,0,1,0,3268,3392,0,NA,0.7038,0.9415,17635
52,54,12,3,7,12,12,12,23,0,0,0,0,0,3672,9020,0,NA,2.5425,0.6915,18500
44,45,12,12,7,12,12,7,3,1,1,0,1,0,1800,3411,0,NA,5.0833,0.7515,13390
45,46,10,7,14,14,7,12,15,1,1,0,1,0,1926,3500,0,NA,7.6843,0.7215,15150
30,35,7,7,7,7,3,7,8,1,3,2,1,0,1920,4980,0,NA,4.0625,0.7815,16200
40,44,12,12,12,12,12,14,3,3,4,1,1,0,2080,2831,0,NA,6.5106,0.6615,33920
43,43,12,7,7,12,12,7,25,1,1,0,1,0,2856,3505,0,NA,2.951,0.7215,14000
49,53,12,12,7,10,3,7,2,2,2,0,1,0,2115,865,0,NA,5.6738,0.7515,16736
46,48,12,12,7,12,12,7,0,4,5,1,1,0,1880,4496,0,NA,12.766,0.6615,30650
52,52,11,7,7,12,7,7,19,0,0,0,0,0,2000,3014,0,NA,6,0.7515,12400
31,33,12,7,3,15,10,7,3,1,2,1,1,0,2044,4177,0,NA,9.2955,0.6915,19022
42,47,10,7,12,11,7,10,7,1,2,1,1,0,1677,17500,0,NA,5.1324,0.7515,11203
33,38,11,7,7,8,14,12,1,3,3,0,1,0,2184,4657,0,NA,9.0659,0.6915,19876
57,57,16,7,12,13,12,7,9,0,0,0,0,0,3185,2930,0,NA,11.931,0.4415,57000
49,51,10,10,3,10,10,7,3,0,0,0,0,0,2680,2104,0,NA,6.7164,0.6915,18290
45,47,14,14,7,14,12,7,8,1,1,0,1,0,3615,2419,0,NA,4.5851,0.6915,20220
56,56,11,7,10,12,7,10,0,0,0,0,0,0,2139,6922,0,NA,9.2567,0.6915,22150
41,43,12,10,10,12,10,7,5,3,4,1,1,0,3080,4979,0,NA,8.5656,0.6215,30623
56,53,5,3,12,6,3,10,20,0,0,0,0,0,1261,6566,0,NA,6.7407,0.7515,9380
48,48,10,7,12,10,7,10,3,1,1,0,1,0,2227,3378,0,NA,9.8788,0.6915,22000
52,53,16,12,12,16,10,7,12,2,2,0,1,0,1920,3284,0,NA,9.375,0.6615,23675
51,55,12,7,12,12,7,7,5,0,0,0,0,0,2350,7448,0,NA,6.277,0.7215,33671
35,39,11,7,9,10,7,9,1,3,3,0,1,0,1785,3792,0,NA,6.4241,0.7515,12367
45,51,12,7,7,12,7,7,0,0,0,0,0,0,2598,1917,0,NA,8.3718,0.6615,21950
54,58,12,7,12,17,7,10,7,0,0,0,0,0,2455,2846,0,NA,12.22,0.5815,32000
54,54,12,10,16,13,10,7,13,2,2,0,1,0,2450,4121,0,NA,3.5612,0.7215,22610
31,32,12,7,14,8,7,7,3,0,1,1,1,0,1218,2720,0,NA,8.867,0.7515,12092
53,54,6,7,14,4,7,7,0,3,3,0,1,0,2040,3571,0,NA,1.8515,0.9415,3777
35,34,14,16,7,14,14,7,2,2,4,2,1,0,2600,2437,0,NA,8.0769,0.5515,36000
36,40,12,12,7,16,16,7,0,3,4,1,1,0,2450,2566,0,NA,8.9796,0.6615,26900
59,60,12,7,3,12,7,7,2,0,0,0,0,0,2717,1962,0,NA,6.6618,0.6615,32242
54,54,16,16,12,17,17,14,1,0,0,0,0,0,2701,6419,0,NA,11.107,0.5815,35020
37,47,12,7,12,17,7,7,10,1,2,1,1,0,2600,3707,0,NA,14.077,0.5515,37600
44,54,12,7,7,10,7,7,10,0,0,0,0,0,3640,1270,0,NA,0.4121,0.9415,1500
34,40,17,12,12,16,12,10,1,2,3,1,1,0,2940,3834,0,NA,23.81,0.4415,96000
49,50,12,7,7,12,7,7,3,0,0,0,0,0,1880,3328,0,NA,9.5745,0.6915,18150
49,51,12,7,3,12,7,7,32,0,0,0,0,0,3500,1863,0,NA,1.9286,0.7215,15500
60,60,9,7,9,8,7,7,0,0,0,0,0,0,3320,5963,0,NA,2.5783,0.7215,14000
51,55,12,7,12,12,7,12,7,0,0,0,0,0,1605,6112,0,NA,7.2274,0.7215,14756
30,30,12,12,7,14,10,7,5,1,2,1,1,0,2500,2180,0,NA,8.8,0.6615,22000
47,49,12,7,0,9,7,7,2,2,2,0,1,0,2400,1519,0,NA,7.75,0.6615,24466
36,45,12,12,10,17,12,7,5,4,4,0,1,0,1634,4442,0,NA,14.688,0.6615,24400
35,38,12,7,12,12,7,3,3,3,4,1,1,0,2260,1843,0,NA,10.487,0.6615,24000
58,53,12,12,7,12,9,3,25,0,0,0,0,0,3478,2587,0,NA,4.0253,0.7215,15500
41,42,14,14,3,16,12,7,0,3,4,1,1,0,2550,1843,0,NA,11.765,0.6215,30800
51,52,10,7,7,8,7,7,3,1,1,0,1,0,840,2194,0,NA,9.5238,0.7515,10660
47,52,12,7,7,12,7,10,10,0,0,0,0,0,1520,4309,0,NA,6.9079,0.7215,13350
45,35,9,12,12,9,3,7,10,2,3,1,1,0,1920,3020,0,NA,5.151,0.7515,10090
60,55,14,16,12,17,14,7,7,0,0,0,0,0,2703,1157,0,NA,20.496,0.4415,55600
30,46,16,12,7,16,12,10,5,1,2,1,1,0,1896,2986,0,NA,13.555,0.6615,25700
55,57,11,7,10,13,3,3,15,0,0,0,0,0,1960,4710,0,NA,14.796,0.5815,29000
32,50,12,10,12,8,7,7,1,2,3,1,1,0,3060,8300,0,NA,1.6905,0.7815,7286
36,38,12,7,7,12,7,7,5,2,2,0,1,0,2805,4817,0,NA,7.2296,0.5215,37752
55,53,12,3,10,7,3,3,9,0,0,0,0,0,1944,2461,0,NA,4.1152,0.7515,13072
47,47,12,3,17,12,3,16,18,0,0,0,0,0,1960,2461,0,NA,2.999,0.7715,7044
47,52,12,7,16,8,7,9,1,1,1,0,1,0,2112,6417,0,NA,8.0492,0.6915,18200
37,39,11,12,10,12,7,7,0,1,1,0,1,0,2544,7126,0,NA,8.577,0.6215,27000
50,53,12,10,3,17,12,7,6,2,2,0,1,0,1700,1944,0,NA,9.3235,0.5815,30300
30,31,12,3,10,12,7,9,1,3,3,0,1,0,2550,5903,0,NA,4.7059,0.7515,12000
48,45,17,16,0,17,17,12,2,1,1,0,1,0,2080,2258,0,NA,9.1346,0.6615,31500
43,49,10,10,10,12,10,7,15,2,2,0,1,0,2060,1178,0,NA,7.767,0.7215,27092
48,46,11,7,7,8,7,7,25,0,1,1,1,0,1955,2206,0,NA,4.1269,0.7515,20968
41,44,14,17,10,17,7,7,1,2,3,1,1,0,2500,2164,0,NA,10,0.6615,27000
50,52,12,7,12,10,10,7,0,0,0,0,0,0,2750,1919,0,NA,4.0727,0.7515,11225
58,59,8,3,12,5,3,14,0,0,0,0,0,0,2040,2776,0,NA,7.8529,0.5815,37700
38,43,13,12,7,15,16,9,0,5,5,0,1,0,3275,772,0,NA,7.8168,0.6615,28200
37,39,12,7,3,12,12,7,8,1,1,0,1,0,2400,2516,0,NA,9.1667,0.6615,34000
50,51,16,12,7,17,7,12,22,0,0,0,0,0,2024,3324,0,NA,29.644,0.4415,63200
42,44,8,3,9,6,3,7,5,4,4,0,1,0,1840,1242,0,NA,4.0761,0.7915,7500
37,37,9,10,7,17,10,7,10,3,4,1,1,0,2033,1753,0,NA,8.362,0.7215,17410
41,40,16,16,7,17,17,7,1,2,2,0,1,0,1946,2636,0,NA,12.062,0.4415,51000
31,31,12,10,9,12,7,7,1,2,2,0,1,0,3660,3227,0,NA,2.3251,0.7515,12916
51,55,12,7,7,11,7,7,6,0,0,0,0,0,2088,2216,0,NA,10.01,0.6615,21900
36,41,12,7,9,12,7,7,4,2,3,1,1,0,2048,1697,0,NA,5.2734,0.7515,17640
54,52,15,14,12,15,16,7,6,0,0,0,0,0,1920,3792,0,NA,10.417,0.6915,20000
49,54,12,7,7,12,7,7,0,0,0,0,0,0,2000,1253,0,NA,7.5,0.7215,15000
48,47,9,10,3,8,12,7,1,1,2,1,1,0,2204,2216,0,NA,6.3521,0.7215,14060
42,45,9,7,12,10,14,7,3,2,2,0,1,0,3157,3246,0,NA,3.8071,0.7215,15825
41,44,12,3,7,14,16,3,15,2,3,1,1,0,1665,2028,0,NA,9.9099,0.7215,16510
55,56,16,12,9,11,12,16,33,0,0,0,0,0,2304,4655,0,NA,2.6701,0.7215,13000
42,46,9,7,7,8,7,7,2,0,0,0,0,0,2275,1326,0,NA,4.3956,0.7515,10000
32,33,15,12,12,17,12,10,1,1,1,0,1,0,2760,2810,0,NA,7.971,0.6615,22000
43,44,12,7,3,14,7,7,10,2,2,0,1,0,1750,3994,0,NA,15.429,0.5815,29800
33,37,12,7,12,13,7,14,0,3,4,1,1,0,3366,3161,0,NA,1.9854,0.7215,15000
48,51,15,10,9,16,14,7,14,1,1,0,1,0,2205,581,0,NA,7.2562,0.7215,22300
43,48,12,3,10,9,16,7,15,2,2,0,1,0,1990,1798,0,NA,7.0352,0.7215,14550
47,57,17,14,12,16,12,7,15,3,4,1,1,0,1930,3942,0,NA,8.1347,0.6915,19730
54,60,12,12,12,12,12,12,10,0,0,0,0,0,1350,4074,0,NA,11.981,0.5515,35000
51,52,12,7,7,12,3,3,6,1,1,0,1,0,3340,2342,0,NA,5.9922,0.6615,21014
51,57,10,14,12,10,7,7,18,1,1,0,1,0,960,2321,0,NA,4.1458,0.7515,10876
43,42,13,12,7,13,10,14,15,1,2,1,1,0,2732,3627,0,NA,8.5102,0.6215,27850
53,59,12,0,12,8,3,12,30,0,0,0,0,0,1624,2846,0,NA,2.9631,0.7515,9560
34,36,11,7,12,12,7,7,15,1,2,1,1,0,1804,2677,0,NA,8.8149,0.6215,30300
31,31,8,7,14,10,7,17,10,1,2,1,1,0,2805,7771,0,NA,2.4955,0.7815,7720
56,59,12,10,14,8,7,7,0,0,0,0,0,0,2160,1621,0,NA,4.8843,0.7515,10550
42,55,16,12,10,15,7,12,0,1,1,0,1,0,2052,2122,0,NA,10.2,0.6615,24106
32,35,12,12,3,16,14,7,4,2,2,0,1,0,2250,3340,0,NA,10,0.6615,22995
35,37,12,12,7,12,12,7,0,3,4,1,1,0,1120,2188,0,NA,5.3571,0.8015,6000
30,36,12,14,12,14,14,12,3,1,2,1,1,0,2450,10077,0,NA,9.7959,0.6615,24350
51,50,10,7,7,11,7,7,20,0,0,0,0,0,3432,3406,0,NA,1.3741,0.7715,7608
47,48,12,7,10,12,7,7,3,3,3,0,1,0,2700,3260,0,NA,3.463,0.7215,28200
54,55,12,3,12,13,7,10,1,1,1,0,1,0,2817,15066,0,NA,5.0408,0.7215,16150
31,34,15,7,3,17,10,10,5,0,3,3,1,0,3000,4335,0,NA,16.667,0.4415,51200
47,45,10,7,12,11,7,12,7,0,0,0,0,0,2125,2405,0,NA,4.3294,0.7515,12646
47,42,14,7,12,16,7,7,6,3,3,0,1,0,1864,4877,0,NA,10.193,0.6915,19000
40,39,12,7,12,12,7,12,2,3,3,0,1,0,2400,1732,0,NA,7.5833,0.7215,19000
48,50,8,3,16,7,3,16,0,0,0,0,0,0,2160,3792,0,NA,4.1204,0.7515,14400
34,51,8,3,7,7,7,7,10,7,7,0,1,0,1040,1843,0,NA,4.8077,0.9415,7232
38,42,12,7,7,16,10,7,6,3,3,0,1,0,2450,4947,0,NA,3.1531,0.7515,21943
32,34,12,7,7,16,10,7,4,3,4,1,1,0,2500,2951,0,NA,19,0.4615,47500
48,45,16,12,7,17,7,7,8,1,1,0,1,0,2131,565,0,NA,6.0535,0.6215,28900
41,46,12,7,12,7,7,10,18,2,2,0,1,0,2165,3028,0,NA,3.7875,0.7715,12400
49,43,5,0,10,3,0,7,7,2,2,0,1,0,2230,3192,0,NA,2.9287,0.7815,6531
59,55,8,3,14,12,7,12,15,0,0,0,0,0,1995,3994,0,NA,9.2972,0.6915,22422
58,57,13,7,7,16,7,14,7,0,0,0,0,0,2025,2930,0,NA,9.3827,0.6615,22200
41,48,12,7,3,15,14,3,8,3,3,0,1,0,2450,4441,0,NA,26.531,0.4415,77000
45,45,12,10,3,12,10,7,8,2,2,0,1,0,2160,1605,0,NA,40.509,0.4415,88000
30,32,14,12,7,17,10,16,3,1,2,1,1,0,1715,5517,0,NA,15.16,0.6215,26040
41,42,12,7,10,16,7,10,10,1,1,0,1,0,3018,1687,0,NA,18.964,0.4415,63500
30,33,12,10,12,16,10,12,9,0,2,2,1,0,2216,9091,0,NA,5.4152,0.7515,12100
53,54,12,12,9,12,7,7,24,1,1,0,1,0,2499,318,0,NA,1.9988,0.7515,17505
31,37,12,10,10,14,7,7,12,0,0,0,0,0,2250,3599,0,NA,8,0.6915,18000
43,44,14,12,7,17,12,7,2,2,2,0,1,0,2116,4602,0,NA,11.153,0.6615,28069
31,30,12,12,12,14,14,7,6,1,2,1,1,0,2016,5236,0,NA,5.9524,0.7515,14000
51,60,12,10,14,10,3,3,18,0,0,0,0,0,2470,5301,0,NA,2.1194,0.7515,8117
43,45,9,7,12,12,7,17,17,0,0,0,0,0,1640,6906,0,NA,3.8384,0.7715,11895
31,34,14,16,3,16,16,7,7,2,3,1,1,0,2016,4709,0,NA,17.361,0.4915,45250
48,48,11,7,12,12,10,12,6,0,0,0,0,0,2185,5192,0,NA,8.0092,0.6915,31106
31,33,12,12,12,14,7,16,10,1,2,1,1,0,800,3627,0,NA,3,0.8015,4000
44,46,12,7,12,12,7,7,5,1,1,0,1,0,3022,2600,0,NA,10.589,0.5815,40500
48,50,11,10,7,14,7,7,7,1,1,0,1,0,1512,6566,0,NA,10.913,0.7215,21620
53,53,12,0,7,12,0,7,11,1,1,0,1,0,2677,4790,0,NA,5.6033,0.7215,23426
42,44,10,3,12,12,3,12,14,3,3,0,1,0,3150,4707,0,NA,7.9365,0.6615,26000
39,34,12,7,10,12,0,7,5,6,8,2,1,0,1430,10604,0,NA,2.9476,0.9415,7840
32,36,10,7,7,4,3,7,2,2,3,1,1,0,3307,6293,0,NA,2.0562,0.7915,6800
36,39,12,7,12,12,12,7,4,2,2,0,1,0,3120,1825,0,NA,1.3013,0.7915,5330
40,43,13,10,7,16,10,12,5,2,2,0,1,0,3020,4701,0,NA,9.2715,0.6215,28200
31,33,12,12,12,12,12,12,14,3,5,2,1,0,2056,2720,0,NA,4.8638,0.7715,10000
43,43,12,10,12,12,3,7,4,0,0,0,0,0,2383,1642,0,NA,1.0898,0.7515,9952
60,55,12,12,10,8,12,7,15,0,0,0,0,0,1705,2447,0,NA,12.44,0.6215,24984
39,48,9,7,7,12,7,10,12,3,3,0,1,0,3120,2327,0,NA,6.0897,0.6915,28363
